compound.dt50.sediment,compound.dt50.soil,compound.dt50.surfaceWater,compound.dt50.system,compound.freundlich,compound.henry,compound.koc,compound.molarMass,compound.name,compound.plant_uptake,compound.reference_temperature,compound.vapor_pressure,compound.water_solubility,gap.application_dates.0,gap.application_dates.1,gap.arguments.apply_every_n_years,gap.arguments.interval,gap.arguments.modelCrop,gap.arguments.name,gap.arguments.number_of_applications,gap.arguments.rate,gap.arguments.time_in_year,gap.converted_rates.0,gap.converted_rates.1,gap.type,gap.yearly_application_on_soil,scenario,0.compound_pec,0.compound_name
6.0,248.11,6.0,6.0,1.0,589.0,189337.21,300.0,Compound 9028399705107501562,0.0,20.0,370000.0,189337.2074,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound 9028399705107501562
6.0,22.54,6.0,6.0,1.0,0.0393,595366.32,300.0,Compound 5663520802670339820,0.0,20.0,78.0,595366.3185,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound 5663520802670339820
6.0,51.3,6.0,6.0,0.877,2.89e-06,466998.96,300.0,Compound 1933568796077594518,0.0,20.0,0.0045,466998.957,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound 1933568796077594518
6.0,31.8,6.0,6.0,0.85,12.2,330.0,300.0,Compound -3230558661878491147,0.0,20.0,13.0,330.0,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound -3230558661878491147
6.0,75.3,6.0,6.0,0.93,-3.15,-69040.57,300.0,Compound -2704557575180077259,0.0,20.0,720.0,-69040.5745,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound -2704557575180077259
6.0,63.4,6.0,6.0,0.775,1.34e-08,189206.71,300.0,Compound -260072084365751329,0.0,20.0,8.5e-06,189206.7094,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound -260072084365751329
6.0,1.7,6.0,6.0,0.9,-1.67e-05,-184255.14,300.0,Compound 6650993791799501700,0.0,20.0,0.01,-184255.1388,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound 6650993791799501700
6.0,0.1,6.0,6.0,1.0,0.473,450071.39,300.0,Compound -2461528830180854044,0.0,20.0,710.0,450071.3929,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound -2461528830180854044
6.0,2.5,6.0,6.0,1.0,90.2,588313.17,300.0,Compound 515623682007177045,0.0,20.0,180000.0,588313.1668,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound 515623682007177045
6.0,40.8,6.0,6.0,0.94,-1.72e-06,-174837.85,300.0,Compound -7904842567191374565,0.0,20.0,0.001,-174837.8504,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound -7904842567191374565
6.0,7.36,6.0,6.0,0.91,10.3,400.4,300.0,Compound -6676766898758342846,0.0,20.0,14.0,400.4,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound -6676766898758342846
6.0,36.5,6.0,6.0,0.95,461.0,1179677.21,300.0,Compound 4088911859496335311,0.0,20.0,1800000.0,1179677.2096,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound 4088911859496335311
6.0,35.5,6.0,6.0,0.86,445.0,1179677.21,300.0,Compound 680730110875216341,0.0,20.0,1700000.0,1179677.2096,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound 680730110875216341
6.0,2.5,6.0,6.0,1.0,84.1,595366.32,300.0,Compound 3526931123220150323,0.0,20.0,170000.0,595366.3185,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound 3526931123220150323
6.0,122.4,6.0,6.0,1.0,9.09e-06,181497.84,300.0,Compound -458928792606422094,0.0,20.0,0.0055,181497.8396,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound -458928792606422094
6.0,2.5,6.0,6.0,1.0,84.1,595366.32,300.0,Compound 3526931123220150323,0.0,20.0,170000.0,595366.3185,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound 3526931123220150323
6.0,22.54,6.0,6.0,1.0,0.000151,595366.32,300.0,Compound 5308669727128624286,0.0,20.0,0.3,595366.3185,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound 5308669727128624286
